nombre_vsx,ra,dec,clase_variable
Gaia DR3 431422975200123264,4.30471,63.56521,ROT
Gaia DR3 422061114723435008,4.3048,57.83836,ROT
Gaia DR3 421503353090268416,4.30485,56.41721,ROT
Gaia DR3 2849103325017361664,4.30486,23.61165,ROT
CI Cet,4.30488,-14.10917,ACV:
Gaia DR3 2876535830893342080,4.30494,35.81652,ROT
Gaia DR3 2876592455742114688,4.30494,36.44883,VAR
Gaia DR3 2748429841356254464,4.30538,6.69552,ROT
Gaia DR3 385939408964819328,4.3054,44.76031,DSCT|GDOR|SXPHE
ZTF J001713.30+521609.3,4.30544,52.26926,EB:
Gaia DR3 394521337739156992,4.30556,50.35633,ROT
ZTF J001713.33+554036.8,4.30557,55.67691,EW
Gaia DR3 431845943576857728,4.30563,64.32737,RS
ZTF J001713.40+674751.5,4.30587,67.79765,RS
Gaia DR3 4977076792020494080,4.30589,-49.1812,ROT
ZTF J001713.43+604644.2,4.30598,60.77895,BY
Gaia DR3 431809487893707904,4.30605,63.8923,RS
Gaia DR3 428979448045641216,4.30619,59.28373,S
Gaia DR2 383399154850213888,4.30626,40.82387,RRAB
Gaia DR3 431225337985297792,4.30627,62.1347,ROT
Gaia DR3 2365086899037389568,4.30632,-19.69953,ROT
Gaia DR3 421609352881878784,4.30637,56.85425,VAR
ZTF J001713.54+641838.5,4.30644,64.31072,EW
Gaia DR3 431415622216245632,4.30652,63.41387,ROT
Gaia DR3 2322734123452201984,4.30679,-28.48927,VAR
Gaia DR3 419190319922915200,4.30694,52.61812,ROT
ZTF J001713.72+485614.8,4.30717,48.93745,EW
Gaia DR3 429147638964387712,4.30721,60.25648,ROT
Gaia DR3 421607085139191936,4.30757,56.75588,VAR
Gaia DR3 4701973480894781056,4.30759,-71.01005,RRC
Gaia DR3 431413934282396288,4.30761,63.35324,E
ZTF J001713.84+711947.4,4.30767,71.32984,EW
Gaia DR3 428977382156383488,4.30769,59.19854,RS
Gaia DR3 394557381104358912,4.3077,50.82453,DSCT|GDOR|SXPHE
Gaia DR3 2860785876581369472,4.30771,30.38283,S
Gaia DR3 379863782587148160,4.30776,39.00805,ROT
Gaia DR3 392713809342289792,4.30779,48.12681,ROT
Gaia DR3 4635457361037427840,4.30779,-78.58225,S
Gaia DR3 4974072617015450880,4.30789,-49.30742,DSCT|GDOR|SXPHE
ZTF J001713.89+732419.4,4.30791,73.4054,EW
Gaia DR3 4992077085557809664,4.30807,-42.96193,ROT
ZTF J001713.95+485708.7,4.30815,48.95244,BY
Gaia DR3 4703110272838729344,4.30829,-69.36486,RRAB
Gaia DR3 2849630712641666560,4.30844,25.55249,E
Gaia DR3 4612884486101683968,4.30855,-88.07421,ROT
TIC 365987440,4.30858,33.281,EA
Gaia DR3 419237328346883328,4.30864,53.21888,ROT
Gaia DR3 385152261717743488,4.30871,42.68664,RS
Gaia DR3 2849620125546807552,4.30884,25.42708,DSCT|GDOR|SXPHE
Gaia DR3 392297712909768576,4.30906,47.45701,ROT
Gaia DR3 429685712466393344,4.30914,61.5786,ROT
ZTF J001714.22+622325.6,4.30927,62.39045,EW
Gaia DR3 421467889538138752,4.30946,56.06833,DSCT|GDOR|SXPHE
Gaia DR3 574167828179803136,4.30951,86.51444,E
Gaia DR3 4972623323249929088,4.30962,-51.94982,ROT
Gaia DR3 379984660146544768,4.30992,39.96238,ROT
Gaia DR3 528830393924670464,4.31015,67.82113,ROT
Gaia DR3 385912951966426496,4.31018,44.544,ROT
Gaia DR3 394370739005967488,4.31028,49.34629,DSCT|GDOR|SXPHE
Gaia DR3 4685198098846733952,4.31033,-75.33576,ROT
Gaia DR3 2801049856520072448,4.31037,23.24962,E
ASAS J001714-0536.7,4.31037,-5.61142,SRB
Gaia DR3 431424620160150784,4.31052,63.60786,ROT
ZTF J001714.53+450559.6,4.31055,45.09989,EW
Gaia DR3 385952774902972544,4.31056,44.99911,DSCT|GDOR|SXPHE
Gaia DR3 431991663225696128,4.31064,65.16747,ROT
Gaia DR3 422058984419707392,4.31068,57.76254,ROT
Gaia DR3 528113374904620928,4.3107,65.83396,YSO
Gaia DR3 431425169915932160,4.31098,63.66108,L
Gaia DR3 421465866614912256,4.311,55.9992,ROT
Gaia DR3 4919974235448989824,4.31113,-56.10199,VAR
ZTF J001714.70+692902.1,4.31126,69.48394,EA
Gaia DR3 431415450417594368,4.31131,63.37256,DSCT|GDOR|SXPHE
ASASSN-V J001714.71+620417.5,4.31135,62.07154,DSCT
Gaia DR3 421459132106267392,4.31145,55.88216,E
Gaia DR3 394547726018069376,4.31165,50.55696,ROT
CSS_J001714.8+283103,4.31179,28.51775,EA
Gaia DR3 429154334810966272,4.31186,60.3762,RS
ZTF J001714.87+591131.8,4.31196,59.19219,EW
Gaia DR3 419802065004120320,4.312,54.85549,ROT
Gaia DR3 419792547356744704,4.312,54.62305,VAR
Gaia DR3 394519241795165184,4.31209,50.28757,ROT
Gaia DR3 379865844171430272,4.3122,39.15017,ROT
Gaia DR3 2748324082081531648,4.31231,6.09624,ROT
Gaia DR3 2794294869395955584,4.31234,18.18038,ROT
Gaia DR3 421633366038543616,4.3125,56.91406,E
Gaia DR3 385915249772888192,4.31272,44.66007,ROT
Gaia DR3 431803474939517056,4.31273,63.85793,RS
Gaia DR3 419334738203195136,4.31281,53.4818,ROT
Gaia DR3 421501635103380480,4.31282,56.37201,ROT
ZTF J001715.08+542706.6,4.31286,54.45186,HADS
ZTF18abesmum,4.31294,49.42839,EA
Gaia DR3 421491670779476992,4.31318,56.14056,ROT
ZTF J001715.18+684142.1,4.31328,68.69504,EW
Gaia DR3 4990685172557100928,4.31329,-45.22728,VAR
Gaia DR3 431225166186617984,4.31332,62.09501,ROT
Gaia DR3 421597945448969728,4.31337,56.53063,ROT
Gaia DR3 2748853703087903360,4.31345,7.98036,S
ASASSN-V J001715.26+331751.2,4.31358,33.29756,L:
Gaia DR3 429147673324120320,4.31361,60.26786,RS
Gaia DR3 2863642888826215936,4.3137,33.44203,RS
Gaia DR3 4702278526651646464,4.31372,-70.05474,RRAB
Gaia DR3 530972964129610240,4.31373,70.34534,L
Gaia DR3 431846046656072320,4.31374,64.33058,ROT
Gaia DR3 429543978545719424,4.31385,60.89508,ROT
Gaia DR3 422067711793156736,4.31395,57.92445,VAR
Gaia DR3 380365262968365824,4.31397,40.17691,ROT
Gaia DR3 395156030833143808,4.31417,52.07782,ROT
Gaia DR3 540160792527549696,4.31431,76.36962,ROT
Gaia DR3 540201680616827392,4.31433,76.8732,S
Gaia DR3 2755509528006770304,4.31434,12.25023,ROT
Gaia DR3 4924208596463253760,4.31443,-53.5402,ROT
Gaia DR3 422070563651387264,4.31451,58.09877,ROT
Gaia DR3 2748866278752141952,4.31469,8.15422,ROT
BH And,4.31492,22.59461,SRB
Gaia DR3 394512644725470208,4.31507,50.19081,ROT
Gaia DR3 4905821635309619840,4.31508,-59.8758,ROT
Gaia DR3 419341335272891776,4.31525,53.59262,ROT
Loneos-RR 192,4.31535,1.05458,RRAB
ASASSN-V J001715.70+645826.5,4.31536,64.97399,SR
Gaia DR3 419343706094793088,4.31556,53.67299,VAR
ZTF J001715.73+664323.0,4.31556,66.72307,EW:
Gaia DR3 428979035725735296,4.31558,59.2469,ROT
Gaia DR3 2876546929088822016,4.31564,36.0125,DSCT|GDOR|SXPHE
Gaia DR3 2309200780285969664,4.3157,-34.53197,ROT
Gaia DR3 2800537930778269824,4.31596,22.16736,ROT
Gaia DR3 2793782286525227520,4.31639,17.08092,E
Gaia DR3 431272269083225472,4.31672,62.84887,DSCT|GDOR|SXPHE
Gaia DR3 429156503776759680,4.31682,60.45,ROT
Gaia DR3 392820015293852160,4.31686,48.59713,ROT
ZTF J001716.05+622210.5,4.3169,62.3696,EW
Gaia DR3 4977152791463942528,4.31697,-48.68497,ROT
Gaia DR3 419223309573761664,4.31704,52.91191,ROT
Gaia DR3 4977431693758354048,4.31705,-47.90765,ROT
Gaia DR3 4689802058974678656,4.31708,-72.162,RRAB
Gaia DR3 431228052404570880,4.31713,62.26821,ROT
Gaia DR3 419198982878219392,4.31727,52.78994,ROT
ASASSN-V J001716.25+702417.8,4.31773,70.40495,SR
Gaia DR3 419187781603469184,4.31778,52.49105,ROT
Gaia DR3 431262957595885568,4.31778,62.61006,L
Gaia DR3 419896863521320192,4.31789,54.99316,ROT
Gaia DR3 421465282499399168,4.31792,55.93677,ROT
Gaia DR3 392819293739380608,4.31802,48.51093,RS
Gaia DR3 2863297813973598592,4.31805,32.57391,ROT
Gaia DR3 2860786215882524416,4.31832,30.40927,E
Gaia DR3 2542096554438644224,4.31863,-1.10945,ROT
Gaia DR3 4706419287442725888,4.31869,-68.19126,RRAB
Gaia DR3 383382941350376448,4.31888,40.60819,ROT
ZTF J001716.54+722127.6,4.31895,72.35769,BY
Gaia DR3 429678217738228736,4.31898,61.40077,E
Gaia DR3 395132391331421440,4.31905,52.02926,RS
Gaia DR3 419223172136194560,4.3193,52.89349,ROT
Gaia DR3 4702194624466694144,4.31939,-70.54856,RS
Gaia DR3 392243596322015360,4.31964,46.89778,DSCT|GDOR|SXPHE
Gaia DR3 4990613768724563072,4.31965,-45.68548,ROT
Gaia DR3 392299259097985664,4.31971,47.49134,ROT
Gaia DR3 395168572136590976,4.31979,52.46644,ROT
Gaia DR3 379661506806507136,4.31987,38.62461,E
ZTF J001716.77+614448.4,4.31989,61.74678,RS
Gaia DR3 385492006515500928,4.31997,43.82296,E+ROT
Gaia DR3 431991560146484352,4.32,65.15727,ROT
Gaia DR3 421459200825727616,4.32009,55.90627,RS
Gaia DR3 421636290917722240,4.32037,57.09922,E
ZTF J001716.90+664742.4,4.32044,66.79512,BY
Gaia DR3 4688758072686105088,4.32045,-73.23489,RRAB
Gaia DR3 421465729176349440,4.32048,55.9717,ROT
Gaia DR3 378679844786134528,4.32059,37.25625,ROT
Gaia DR3 392828983185484032,4.3207,48.79287,ROT
Gaia DR3 395120571581537408,4.32088,51.66718,ROT
Gaia DR3 394379500739193088,4.32096,49.53009,ROT
Gaia DR3 419905659614161152,4.32108,55.20308,ROT
Gaia DR3 539776203976850048,4.3212,76.12074,ROT
ZTF J001717.09+602501.2,4.32123,60.41702,SR
Gaia DR3 4629787832408186752,4.32131,-83.31544,ROT
Gaia DR3 4688392347637917952,4.32148,-74.49969,RRAB
Gaia DR3 419898375349785600,4.32169,55.02389,VAR
Gaia DR3 392826818522008832,4.3219,48.69981,ROT
WISE J001717.2+564148,4.32194,56.69686,EW
Gaia DR3 431942112180607232,4.32207,64.46178,S
ZTF J001717.30+513216.6,4.3221,51.53796,EW
Gaia DR3 379867321640177408,4.3222,39.1678,ROT
WISE J001717.3+661508,4.32241,66.25239,EW
Gaia DR3 394942175815867136,4.32246,51.10974,ROT
Gaia DR3 2793372963255984000,4.32252,16.08684,ROT
CSS_J001717.4+200714,4.32272,20.12067,RRAB
ZTF J001717.45+612428.8,4.32274,61.40802,RS
Gaia DR3 394942347614546432,4.32282,51.14401,ROT
Gaia DR3 422164984212011008,4.32286,58.16584,ROT
Gaia DR3 2863165700779489408,4.32287,31.49624,ROT
Gaia DR3 419800033478471296,4.32289,54.79477,VAR
Gaia DR3 378676237012975232,4.32298,37.10409,ROT
SSS_J001717.5-485043,4.32302,-48.84532,RRAB
Gaia DR3 395156752386776960,4.32308,52.17187,ROT
ZTF J001717.55+615606.1,4.32314,61.93505,BY
Gaia DR3 2863644641172864256,4.32333,33.54371,ROT
Gaia DR3 539631957497506560,4.32338,75.21868,E
Gaia DR3 528071490383482240,4.32342,65.38028,ROT
ASASSN-V J001717.68+634922.6,4.32361,63.82292,SR
ASAS J001718+1935.2,4.32383,19.58633,MISC
ZTF J001717.72+593541.5,4.32384,59.59487,BY
Gaia DR3 421494660076605568,4.32394,56.24803,S
Gaia DR3 2800170483440967424,4.32403,21.3479,ROT
Gaia DR3 431260969035125248,4.32404,62.53556,E
ZTF J001717.78+621649.7,4.32411,62.28049,BY
ZTF J001717.79+641212.5,4.32413,64.20348,EW
Gaia DR3 419766738891050752,4.3242,54.47957,E
Gaia DR3 394403861793959936,4.32421,49.67579,ROT
ZTF J001717.85+614459.2,4.32438,61.7498,RS
Gaia DR3 392144777713955584,4.32441,46.6147,RS
Gaia DR3 2308716793306967680,4.32442,-36.373,ROT
Gaia DR3 2863644641172864384,4.32443,33.5437,ROT
Gaia DR3 392852657045196928,4.32452,48.84451,DSCT|GDOR|SXPHE
Gaia DR3 385160503759451264,4.32466,42.82872,ROT
ZTF J001717.92+540700.5,4.32467,54.11682,EW
Gaia DR3 394406129536661504,4.3248,49.74992,ROT
Gaia DR3 379904739395221760,4.32493,39.3687,ROT
Gaia DR3 431942700598054528,4.32499,64.51547,ROT
Gaia DR3 395123148561890176,4.32508,51.81345,ROT
Gaia DR3 531128128408726528,4.32524,71.24356,E
Gaia DR3 421495072393438464,4.3253,56.27183,RS
Gaia DR3 429153686278314496,4.32535,60.30232,RS
Gaia DR3 429581396301794048,4.32541,61.19062,ROT
Gaia DR3 421467515882333184,4.32554,56.04733,ROT
ZTF J001718.18+562759.3,4.32576,56.46649,EB
Gaia DR3 429532704250725120,4.3258,60.58658,S
Gaia DR3 419791001168556160,4.32582,54.57651,ROT
ZTF J001718.24+674705.2,4.32602,67.7848,RS
Gaia DR3 419756503990383744,4.32607,54.19922,S
Gaia DR3 2365377410625322112,4.32612,-19.33872,ROT
Gaia DR3 428217177247525376,4.32625,58.91406,S
ZTF J001718.30+404950.1,4.32626,40.83061,EW
Gaia DR3 4972565701968698880,4.3265,-52.2639,ROT
Gaia DR3 422069910816372992,4.32668,58.02727,ROT
Gaia DR3 379663156073872768,4.32686,38.714,ROT
Gaia DR3 419333977985529856,4.3269,53.40945,ROT
ZTF J001718.51+604911.6,4.32714,60.81989,EW
Gaia DR3 530523259575108096,4.3275,69.36107,E
Gaia DR3 2800669562936006272,4.32759,23.10228,ROT
Gaia DR3 2799361212818258432,4.3277,20.70262,ROT
Gaia DR3 2417196740807592704,4.32771,-13.98464,S
Gaia DR3 540334068688303104,4.32778,77.4875,L
Gaia DR3 431809316097936512,4.3278,63.87129,RS
ZTF J001718.70+632609.9,4.32793,63.43611,DSCT
Gaia DR3 386094474464196992,4.32798,45.89452,E
Gaia DR3 385186758895626368,4.32799,43.00821,ROT
Gaia DR3 429003602939325184,4.32802,59.36419,VAR
Gaia DR3 431979946554987392,4.32816,64.9876,RS
Gaia DR3 379908484606688256,4.32818,39.44471,ROT
ZTF J001718.77+604302.1,4.32825,60.71726,RS:
Gaia DR3 2768562964411428992,4.32844,15.34374,RS
Gaia DR3 422024040564910848,4.32847,57.39061,DSCT|GDOR|SXPHE
Gaia DR3 4977434751775092480,4.32847,-47.87814,ROT
Gaia DR3 422200993218487424,4.32856,58.55654,ROT
Gaia DR3 419376038609454336,4.32879,53.91395,ROT
Gaia DR3 394404239751084032,4.32881,49.67427,VAR
Gaia DR3 378676344387581568,4.32912,37.11197,ROT
Gaia DR3 4924434443023820928,4.32926,-53.02806,ROT
Gaia DR3 4977359847545314560,4.3293,-48.36702,ROT
Gaia DR3 379972806036817280,4.32966,39.9271,ROT
Gaia DR3 2308777369525695488,4.32986,-36.05438,VAR
CSS_J001719.1-124709,4.32992,-12.78593,RRAB
Gaia DR3 379972806037806208,4.33003,39.92826,ROT
Gaia DR3 419342847101376000,4.33006,53.60207,ROT
Gaia DR3 395132528770364288,4.33022,52.05103,DSCT|GDOR|SXPHE
Gaia DR3 537187335132240384,4.33036,72.08615,S
Gaia DR3 530561471903232000,4.33046,69.9027,L
ASASSN-V J001719.42+531426.4,4.33091,53.24067,SR
Gaia DR3 429144684019182720,4.33102,60.15008,E
Gaia DR3 419367689193112320,4.33112,53.76304,ROT
ASASSN-V J001719.51+521515.9,4.33132,52.25442,EA
Gaia DR3 2548027217080437888,4.33136,2.00881,ROT
Gaia DR3 392108218952466688,4.33147,46.13979,ROT
Gaia DR3 2541292124243953280,4.33155,-2.49525,RS
Gaia DR3 2741454367790818432,4.33173,5.19897,L
ZTF J001719.62+590249.5,4.33177,59.0471,BY
NSVS 11921012,4.33179,-6.21263,EW
Gaia DR3 392687043106182912,4.3318,47.95364,ROT
ASASSN-V J001719.64-034612.6,4.3318,-3.77013,ROT
Gaia DR3 431234134078228992,4.33217,62.31981,ROT
ZTF J001719.82+574400.1,4.33259,57.73338,BY
Gaia DR3 4995531098258027136,4.33266,-41.13391,ROT
Gaia DR3 428217864442288384,4.33274,58.98324,ROT
Gaia DR3 2545626841461462528,4.3328,0.70104,ROT
Gaia DR3 395122908043728384,4.33293,51.79147,DSCT|GDOR|SXPHE
Gaia DR3 421598632643686272,4.33298,56.5965,S
Gaia DR3 419376141688661632,4.33302,53.92569,VAR
Gaia DR3 531128682465111168,4.3335,71.28866,S
Gaia DR3 419799281865381376,4.33354,54.74105,RS
Gaia DR3 394518451521206272,4.33364,50.26319,ROT
ZTF J001720.07+580403.6,4.33365,58.06767,EW
Gaia DR3 419898817725692928,4.33372,55.05643,ROT
Gaia DR3 530517216560523904,4.3339,69.3115,ROT
Gaia DR3 431836425929392000,4.33394,64.13428,ROT
Gaia DR3 421642887987262464,4.33408,57.20251,ROT
Gaia DR3 431377238086693504,4.33417,63.17362,E
Gaia DR3 422166633479431936,4.33429,58.20885,ROT
Gaia DR3 394943992583598464,4.33432,51.18969,ROT
Gaia DR3 386094508823932928,4.33432,45.90819,ROT
Gaia DR3 395023917633601536,4.33437,51.49701,ROT
Gaia DR3 419226092712509440,4.33442,53.07096,DSCT|GDOR|SXPHE
Gaia DR3 429576276700815232,4.33443,61.10769,E
Gaia DR3 2797531655533998848,4.33461,19.44041,ROT
Gaia DR3 392852485246520832,4.33471,48.81017,VAR
Gaia DR3 4689519312686443648,4.33489,-72.90549,RRAB
Gaia DR3 4900112180664431232,4.33492,-65.01793,DSCT|GDOR|SXPHE
Gaia DR3 2368004384422150272,4.33495,-16.86364,DSCT|GDOR|SXPHE
Gaia DR3 2416804696192813440,4.33513,-15.03243,VAR
Gaia DR3 2800126438551588864,4.33519,21.02315,ROT
Gaia DR3 4998349215278664320,4.3352,-37.98262,DSCT|GDOR|SXPHE
Gaia DR3 4998350898905876352,4.33528,-37.87706,DSCT|GDOR|SXPHE
Gaia DR3 394380080557676928,4.33531,49.59224,ROT
ZTF J001720.48+581004.1,4.33535,58.16782,BY
Gaia DR3 431236745418476544,4.33536,62.43954,RS
Gaia DR3 431366350350676864,4.33545,62.90933,DSCT|GDOR|SXPHE
Gaia DR3 530418329232649728,4.33572,69.04732,ROT
Gaia DR3 4997985620527926272,4.33573,-39.13006,ROT
Gaia DR3 379867454782453248,4.33582,39.18485,ROT
Gaia DR3 429722649185858432,4.33587,62.02414,ROT
Gaia DR3 4973787980942144128,4.3359,-50.13891,ROT
Gaia DR3 385938549971387264,4.33591,44.6792,E
Gaia DR3 530405817989665280,4.33596,68.78,VAR
Gaia DR3 4995531334479779968,4.33622,-41.11699,ROT
Gaia DR3 419199562689947264,4.33625,52.84992,ROT
Gaia DR3 392825925168845952,4.33626,48.61595,RS
Gaia DR3 383611330531235584,4.33641,42.00111,E
Gaia DR3 537852092988065792,4.3368,73.89619,ROT
Gaia DR3 4707867485990541696,4.33685,-65.71286,E
Gaia DR3 530550369407738112,4.33691,69.60111,ROT
ZTF J001720.87+593123.0,4.33698,59.52306,BY
Gaia DR3 528724565929768320,4.33708,67.41775,YSO
Gaia DR3 540331251189066112,4.33708,77.34819,RS
ZTF J001720.91+625952.6,4.33716,62.99797,BY
Gaia DR3 395024428730291840,4.33724,51.54178,E
Gaia DR3 422025552394943616,4.33739,57.40657,ROT
Gaia DR3 392144915153102080,4.33742,46.63284,ROT
Gaia DR3 431415381698129152,4.33768,63.36589,E
ZTF J001721.04+631044.2,4.33769,63.17895,RS
Gaia DR3 431413178373264640,4.33772,63.26927,S
Gaia DR3 419792646134291584,4.3378,54.62765,VAR
Gaia DR3 431369163552819968,4.33785,63.0629,E
ASASSN-V J001721.12+720217.6,4.338,72.03821,SRS
ZTF J001721.14+534857.8,4.33812,53.81606,BY
Gaia DR3 385912883246859008,4.33813,44.55431,ROT
Gaia DR3 395129608192680320,4.33833,51.88487,ROT
Gaia DR3 421458410553505792,4.33833,55.83005,S
ZTF J001721.21+561306.8,4.33839,56.21857,BY
Gaia DR3 395156718027043456,4.3387,52.15172,ROT
Gaia DR3 2864100418807202432,4.33884,34.18401,RS
Gaia DR3 419907721198425344,4.33905,55.26323,ROT
Gaia DR3 537862637129005696,4.33924,74.15026,S
Gaia DR3 2794298236650318080,4.33928,18.31594,ROT
Gaia DR3 429720931198999168,4.33928,61.96849,ROT
Gaia DR3 4990949570743853952,4.33942,-44.65388,S
Gaia DR3 2856888073500546048,4.33945,27.93105,ROT
Gaia DR3 2863602481773912448,4.33948,33.2379,S
AQ Tuc,4.33962,-71.91578,EW
Gaia DR3 419799110066717824,4.33968,54.70086,ROT
Gaia DR3 395168503417120896,4.33973,52.46139,DSCT|GDOR|SXPHE
Gaia DR3 530408639786465536,4.33994,68.92192,S
CSS_J001721.6-122325,4.34,-12.39053,EW
Gaia DR3 421606741541834240,4.34002,56.72441,E
Gaia DR3 2863588737878587904,4.34014,32.96681,DSCT|GDOR|SXPHE
Gaia DR3 2863166319255337600,4.34028,31.55271,L
ZTF J001721.67+552803.3,4.34032,55.46759,EW
Gaia DR3 379853715183813760,4.34037,38.89753,ROT
Gaia DR3 421456795644133888,4.34054,55.79408,ROT
Gaia DR3 2428013117726341120,4.34098,-10.60011,ROT
Gaia DR3 422032836657997568,4.34102,57.58898,ROT
Gaia DR3 537177920562263936,4.34103,71.91672,ROT
CSS_J001721.8+205433,4.34108,20.90942,EW
Gaia DR3 419378375071573760,4.34116,54.03406,ROT
Gaia DR3 419378203272907904,4.34117,53.99359,VAR
Gaia DR3 383491449404188928,4.34134,41.52761,DSCT|GDOR|SXPHE
Gaia DR3 421644949571535488,4.34138,57.27286,ROT
Gaia DR3 530558757483943040,4.34138,69.76493,ROT
Gaia DR3 395165544176645248,4.34139,52.35666,ROT
Gaia DR3 421642716188596224,4.3416,57.16146,ROT
Gaia DR3 4688674441081689856,4.34162,-73.69834,RRAB
Gaia DR3 428252430339968768,4.34168,59.30061,E
Gaia DR3 2863720674978051712,4.3417,34.05549,ROT
Gaia DR3 2335801917931973248,4.34182,-24.84156,DSCT|GDOR|SXPHE
Gaia DR3 394944409199139328,4.34183,51.21303,ROT
Gaia DR3 394943996881970944,4.3419,51.19174,RS
Gaia DR3 419756675789066240,4.34194,54.23121,ROT
Gaia DR3 2797836460773458688,4.34199,20.36751,ROT
Gaia DR3 421491464621086592,4.34201,56.10479,ROT
Gaia DR3 429713646934607616,4.34218,61.79528,DSCT|GDOR|SXPHE
Gaia DR3 528104338293279104,4.34218,65.64605,ROT
PS1-3PI J001722.12-072105.3,4.34218,-7.3515,RRAB
Gaia DR3 429542982116319360,4.34221,60.79757,S
WISE J001722.2+573718,4.34231,57.62161,EW
Gaia DR3 394518859539355520,4.34243,50.28869,ROT
Gaia DR3 422058640822367104,4.34255,57.71359,DSCT|GDOR|SXPHE
Gaia DR3 429576276693091712,4.34257,61.10388,S
Gaia DR3 395158401654205440,4.34264,52.20916,ROT
Gaia DR3 421642097713345664,4.34267,57.10178,ROT
Gaia DR3 4688671146844387072,4.34282,-73.74641,L
ZTF J001722.30+584138.4,4.34293,58.69401,EA
NADA-V65,4.34296,65.83461,UXOR:
PS1-3PI J001722.33-123924.5,4.34308,-12.65682,RRAB
Gaia DR3 537151532283290240,4.34313,71.7239,S
Gaia DR3 528115711366817920,4.34319,65.94298,YSO
Gaia DR3 4973984651786978048,4.34319,-49.89721,ROT
Gaia DR3 429711344832183040,4.34325,61.70756,S
Gaia DR3 537896378391752960,4.34362,74.48881,S
Gaia DR3 4992187449037323776,4.34372,-42.7828,ROT
Gaia DR3 429711757149030272,4.34384,61.73899,E
Gaia DR3 419801446528848896,4.34385,54.82076,ROT
Gaia DR3 421501050987820800,4.34406,56.38683,ROT
Gaia DR3 422034382846213888,4.34417,57.62215,ROT
Gaia DR3 431421978767810560,4.34419,63.45861,ROT
Gaia DR3 2801053567371816960,4.34439,23.40556,ROT
Gaia DR3 422202814284705024,4.34457,58.64539,DSCT|GDOR|SXPHE
Gaia DR3 428226626175601152,4.34477,59.16077,ROT
Gaia DR3 395158229855527680,4.34484,52.17332,DSCT|GDOR|SXPHE
Gaia DR3 419369888216317440,4.34514,53.86627,E
Gaia DR3 4900164991582285312,4.34514,-64.8159,ROT
ZTF J001722.86+694639.6,4.34527,69.77768,EW
Gaia DR3 4990884871356509056,4.34548,-44.88283,ROT
Gaia DR3 392276993987620352,4.34562,47.21599,ROT
Gaia DR3 422209819368229888,4.34568,58.76978,ROT
Gaia DR3 419754236249207552,4.34569,54.09681,S
Gaia DR3 422020570231347328,4.34578,57.34507,ROT
ZTF J001722.99+391508.2,4.34582,39.25228,BY
Gaia DR3 431800275185143552,4.34606,63.65677,RS
Gaia DR3 419907686838692608,4.34607,55.25496,DSCT|GDOR|SXPHE
Gaia DR3 528078461111524992,4.34608,65.48312,L
Gaia DR3 385950472800481792,4.34616,45.06775,ROT
Gaia DR3 422026273947872384,4.3462,57.48812,ROT
Gaia DR3 4617607884976532736,4.34622,-84.53824,ROT
Gaia DR3 567286706456414976,4.34627,82.90184,RS
ASASSN-22gg,4.34646,-70.72189,AM:
Gaia DR3 378677267805739392,4.34673,37.20737,ROT
Gaia DR3 419931463778622464,4.34678,55.32807,ROT
ZTF J001723.22+522219.7,4.34678,52.37216,BY
Gaia DR3 419232105666710656,4.34693,53.10307,ROT
Gaia DR3 395121155697086080,4.34718,51.72217,DSCT|GDOR|SXPHE
ZTF J001723.33+603629.0,4.34724,60.60807,RS
Gaia DR3 419343293777953024,4.34725,53.64119,ROT
Gaia DR3 4617701553919060352,4.34728,-83.87755,ROT
Gaia DR3 2856884667591423744,4.3473,27.90587,ROT
Gaia DR3 530516593789029888,4.34739,69.26112,E
Gaia DR3 4703035098026860544,4.34739,-69.87578,RRC
Gaia DR3 394367715348996096,4.34765,49.32445,ROT
ZTF J001723.43+521357.1,4.34765,52.23255,BY
Gaia DR3 2748757942497053056,4.34767,7.47937,ROT
Gaia DR3 2876547272686206720,4.34786,36.01362,ROT
ZTF J001723.52+690107.3,4.34803,69.0187,EW
Gaia DR3 2876656085682859008,4.34806,36.92696,ROT
ASAS J001723-6645.1,4.34812,-66.75342,ROT
Gaia DR3 2752316718038561792,4.3482,8.9391,ROT
Gaia DR3 431421978767809024,4.34831,63.46156,RS
Gaia DR3 528212880706591744,4.34834,66.16895,ROT
Gaia DR3 385151471443763328,4.34835,42.62537,ROT
ASASSN-V J001723.62-143912.0,4.34842,-14.65331,SR:
Gaia DR3 2320153260424128384,4.34843,-29.92909,ROT
Gaia DR3 394943893802762624,4.34849,51.17762,ROT
Gaia DR3 528258063762336256,4.34873,66.79645,ROT
PS1-3PI J001723.70-264357.0,4.34879,-26.73252,RRAB
Gaia DR3 419223550091925248,4.34905,52.93975,ROT
ZTF J001723.78+642112.9,4.34911,64.35359,EW
Gaia DR3 383484886694175872,4.34935,41.34361,ROT
Gaia DR3 2365483788375348736,4.34954,-18.66009,ROT
Gaia DR3 421467962558923392,4.34955,56.07217,E
Gaia DR3 421467309723920768,4.34967,56.01074,ROT
ZTF J001723.92+470357.6,4.34967,47.066,EA
WISE J001723.9+515551,4.34973,51.93111,EW
Gaia DR3 385516131347890048,4.34976,43.91359,ROT
Gaia DR3 431800962375722368,4.34982,63.72816,S
Gaia DR3 395155962112817920,4.34991,52.06549,ROT
Gaia DR3 392297678550035200,4.35012,47.45148,ROT
ASASSN-V J001724.05+211750.5,4.35022,21.29736,EW
